,Region,ScoreType,BestSource,SourcesSet,Value,IsBest,NbFolds
0,Amazonas,OOS,Colombia & GT by Symptom,Colombia,0.009875947216359315,False,4
1,Amazonas,InSample,Colombia & GT by Symptom,Colombia,-0.3606869406769305,False,4
2,Anzoategui,OOS,Colombia Border & GT,Colombia,-4.270086112641128,False,4
3,Anzoategui,InSample,Colombia Border & GT,Colombia,-0.08497112956950614,False,4
4,Apure,OOS,Colombia & GT by Symptom,Colombia,-0.3978069034260707,False,4
5,Apure,InSample,Colombia & GT by Symptom,Colombia,0.21040185940083,False,4
6,Aragua,OOS,GT by State - Ven & Col,Colombia,-0.9158893582981552,False,4
7,Aragua,InSample,GT by State - Ven & Col,Colombia,-0.142519260076577,False,4
8,Barinas,OOS,Colombia & GT by Symptom,Colombia,0.05941303928782238,False,4
9,Barinas,InSample,Colombia & GT by Symptom,Colombia,0.01280215081534275,False,4
10,Bolivar,OOS,Colombia Border & GT,Colombia,0.00664916388012715,False,4
11,Bolivar,InSample,Colombia Border & GT,Colombia,-0.018093691879613072,False,4
12,Carabobo,OOS,GT by State - Ven & Col,Colombia,0.07881771783696945,False,4
13,Carabobo,InSample,GT by State - Ven & Col,Colombia,-0.11270947692400113,False,4
14,Cojedes,OOS,Colombia & GT by Symptom,Colombia,-0.1462503036866174,False,4
15,Cojedes,InSample,Colombia & GT by Symptom,Colombia,0.04430443351340985,False,4
16,Delta Amacuro,OOS,Colombia & GT,Colombia,0.09011241174467044,False,4
17,Delta Amacuro,InSample,Colombia & GT,Colombia,-0.2910509280054085,False,4
18,Distrito Federal,OOS,Colombia & GT,Colombia,-0.07477097481174777,False,4
19,Distrito Federal,InSample,Colombia & GT,Colombia,-0.09171353368597646,False,4
20,Falcon,OOS,GT by State - Ven & Col,Colombia,-0.9802867865666016,False,4
21,Falcon,InSample,GT by State - Ven & Col,Colombia,-0.14099420341696822,False,4
22,Guarico,OOS,Colombia & GT by Symptom,Colombia,-1.1529915117469014,False,4
23,Guarico,InSample,Colombia & GT by Symptom,Colombia,-0.07815290025882904,False,4
24,Lara,OOS,Colombia & GT,Colombia,-0.18306449462258634,False,4
25,Lara,InSample,Colombia & GT,Colombia,0.04630724109354878,False,4
26,Merida,OOS,Colombia & GT,Colombia,-0.6157985389531802,False,4
27,Merida,InSample,Colombia & GT,Colombia,0.15142709770186868,False,4
28,Miranda,OOS,Colombia & GT,Colombia,-1.526432976914526,False,4
29,Miranda,InSample,Colombia & GT,Colombia,-0.0552746069046306,False,4
30,Monagas,OOS,Colombia & GT by Symptom,Colombia,-0.9595496374710252,False,4
31,Monagas,InSample,Colombia & GT by Symptom,Colombia,-0.4447015517528776,False,4
32,Multiobjective,OOS,Colombia & GT by Symptom,Colombia,-0.7225099623496911,False,4
33,Multiobjective,InSample,Colombia & GT by Symptom,Colombia,-0.05988489536222395,False,4
34,Nueva Esparta,OOS,Colombia & GT by Symptom,Colombia,-0.3233353960646081,False,4
35,Nueva Esparta,InSample,Colombia & GT by Symptom,Colombia,0.03244886483301057,False,4
36,Portuguesa,OOS,Colombia & GT,Colombia,0.29546732022023525,False,4
37,Portuguesa,InSample,Colombia & GT,Colombia,-0.009928743684801232,False,4
38,Sucre,OOS,Colombia & GT by State,Colombia,-2.913380273498364,False,4
39,Sucre,InSample,Colombia & GT by State,Colombia,0.05518059543737586,False,4
40,Tachira,OOS,Colombia & GT,Colombia,-1.1246723438613857,False,4
41,Tachira,InSample,Colombia & GT,Colombia,0.07616560563700991,False,4
42,Total,OOS,Colombia & GT,Colombia,-0.8088457056738572,False,4
43,Total,InSample,Colombia & GT,Colombia,0.19861483023044052,False,4
44,Trujillo,OOS,GT Venezuela,Colombia,-0.4880003417175625,False,4
45,Trujillo,InSample,GT Venezuela,Colombia,-0.12471514576353605,False,4
46,Vargas,OOS,Colombia & GT by Symptom,Colombia,-0.8758866029559782,False,4
47,Vargas,InSample,Colombia & GT by Symptom,Colombia,-0.03635757772722359,False,4
48,Yaracuy,OOS,Colombia & GT by Symptom,Colombia,-0.10309517525765853,False,4
49,Yaracuy,InSample,Colombia & GT by Symptom,Colombia,0.029681639569971937,False,4
50,Zulia,OOS,Dengue GT CO,Colombia,-0.8292769640846759,False,4
51,Zulia,InSample,Dengue GT CO,Colombia,-0.104087286368864,False,4
52,Amazonas,OOS,Colombia & GT by Symptom,Colombia Border & GT,0.1603991047919413,False,4
53,Amazonas,InSample,Colombia & GT by Symptom,Colombia Border & GT,-0.4966169538818406,False,4
54,Anzoategui,OOS,Colombia Border & GT,Colombia Border & GT,-0.3918004628444805,True,4
55,Anzoategui,InSample,Colombia Border & GT,Colombia Border & GT,0.1220282565262928,True,4
56,Apure,OOS,Colombia & GT by Symptom,Colombia Border & GT,0.31317724165934,False,4
57,Apure,InSample,Colombia & GT by Symptom,Colombia Border & GT,0.18306528682790849,False,4
58,Aragua,OOS,GT by State - Ven & Col,Colombia Border & GT,-0.3935084047645141,False,4
59,Aragua,InSample,GT by State - Ven & Col,Colombia Border & GT,0.07374978344432193,False,4
60,Barinas,OOS,Colombia & GT by Symptom,Colombia Border & GT,0.1942466270647859,False,4
61,Barinas,InSample,Colombia & GT by Symptom,Colombia Border & GT,-0.1565587640332855,False,4
62,Bolivar,OOS,Colombia Border & GT,Colombia Border & GT,0.11941952814716927,True,4
63,Bolivar,InSample,Colombia Border & GT,Colombia Border & GT,0.11072943596559136,True,4
64,Carabobo,OOS,GT by State - Ven & Col,Colombia Border & GT,0.006880806907536119,False,4
65,Carabobo,InSample,GT by State - Ven & Col,Colombia Border & GT,-0.07667460363459644,False,4
66,Cojedes,OOS,Colombia & GT by Symptom,Colombia Border & GT,0.1222684109470794,False,4
67,Cojedes,InSample,Colombia & GT by Symptom,Colombia Border & GT,0.0307517678269823,False,4
68,Delta Amacuro,OOS,Colombia & GT,Colombia Border & GT,0.18842785107415214,False,4
