,Region,ScoreType,BestSource,SourcesSet,Value,IsBest,NbFolds
0,Amazonas,OOS,Colombia & GT,Colombia,-0.1820251055369686,False,2
1,Amazonas,InSample,Colombia & GT,Colombia,-0.4586296088057096,False,2
2,Anzoategui,OOS,GT Venezuela,Colombia,-0.24823592931319105,False,2
3,Anzoategui,InSample,GT Venezuela,Colombia,0.011430450631362945,False,2
4,Apure,OOS,Colombia & GT by Symptom,Colombia,0.22657464952521025,False,2
5,Apure,InSample,Colombia & GT by Symptom,Colombia,0.07603415126446045,False,2
6,Aragua,OOS,Colombia & GT by Symptom,Colombia,-0.33983933179790626,False,2
7,Aragua,InSample,Colombia & GT by Symptom,Colombia,-0.3909268244442952,False,2
8,Barinas,OOS,Colombia Border & GT,Colombia,0.12863964251436566,False,2
9,Barinas,InSample,Colombia Border & GT,Colombia,-0.12574043639332522,False,2
10,Bolivar,OOS,Colombia & GT by State,Colombia,0.06028962923448824,False,2
11,Bolivar,InSample,Colombia & GT by State,Colombia,-0.09401635808144172,False,2
12,Carabobo,OOS,Colombia Border & GT,Colombia,0.04409773773021841,False,2
13,Carabobo,InSample,Colombia Border & GT,Colombia,-0.020414394310518613,False,2
14,Cojedes,OOS,Colombia & GT by Symptom,Colombia,0.13855370019663404,False,2
15,Cojedes,InSample,Colombia & GT by Symptom,Colombia,0.00390222910918292,False,2
16,Delta Amacuro,OOS,Colombia Border & GT,Colombia,0.22347621451752,False,2
17,Delta Amacuro,InSample,Colombia Border & GT,Colombia,-0.3867447144789631,False,2
18,Distrito Federal,OOS,Colombia & GT,Colombia,-0.01803740861754699,False,2
19,Distrito Federal,InSample,Colombia & GT,Colombia,0.3016368055380608,False,2
20,Falcon,OOS,Colombia & GT by State,Colombia,-0.43264876315505707,False,2
21,Falcon,InSample,Colombia & GT by State,Colombia,0.06935290205430622,False,2
22,Guarico,OOS,Colombia & GT by Symptom,Colombia,0.1643041160417974,False,2
23,Guarico,InSample,Colombia & GT by Symptom,Colombia,0.04060068144897033,False,2
24,Lara,OOS,Colombia & GT,Colombia,-0.0881915608745043,False,2
25,Lara,InSample,Colombia & GT,Colombia,0.03891684327682154,False,2
26,Merida,OOS,Colombia & GT,Colombia,-0.31809165473465995,False,2
27,Merida,InSample,Colombia & GT,Colombia,0.05546586398645581,False,2
28,Miranda,OOS,Colombia & GT,Colombia,-0.3210226095204778,False,2
29,Miranda,InSample,Colombia & GT,Colombia,0.18506068459918645,False,2
30,Monagas,OOS,Colombia & GT by Symptom,Colombia,0.04095354062429413,False,2
31,Monagas,InSample,Colombia & GT by Symptom,Colombia,-0.18763210163288305,False,2
32,Multiobjective,OOS,Colombia & GT,Colombia,-0.10029076519755876,False,2
33,Multiobjective,InSample,Colombia & GT,Colombia,-0.07351107257738115,False,2
34,Nueva Esparta,OOS,Colombia Border & GT,Colombia,0.11408592361205586,False,2
35,Nueva Esparta,InSample,Colombia Border & GT,Colombia,0.10426352799455828,False,2
36,Portuguesa,OOS,Colombia Border & GT,Colombia,0.16533183842575616,False,2
37,Portuguesa,InSample,Colombia Border & GT,Colombia,-0.2258874931161681,False,2
38,Sucre,OOS,GT by State - Ven & Col,Colombia,-0.746565660331947,False,2
39,Sucre,InSample,GT by State - Ven & Col,Colombia,-0.18112339315193984,False,2
40,Tachira,OOS,Colombia & GT,Colombia,-0.7849532619964847,False,2
41,Tachira,InSample,Colombia & GT,Colombia,-0.009573490810741214,False,2
42,Total,OOS,Colombia & GT,Colombia,0.011158514898062856,False,2
43,Total,InSample,Colombia & GT,Colombia,0.3386063596067905,False,2
44,Trujillo,OOS,Dengue GT CO,Colombia,-0.21671885004071512,False,2
45,Trujillo,InSample,Dengue GT CO,Colombia,-0.37129407387871227,False,2
46,Vargas,OOS,GT Venezuela,Colombia,-0.048069776061312464,False,2
47,Vargas,InSample,GT Venezuela,Colombia,0.029680872480590037,False,2
48,Yaracuy,OOS,Colombia & GT,Colombia,0.05806928389594046,False,2
49,Yaracuy,InSample,Colombia & GT,Colombia,0.1923391089336564,False,2
50,Zulia,OOS,Colombia & GT,Colombia,-0.02695472907891938,False,2
51,Zulia,InSample,Colombia & GT,Colombia,-0.4209669740700624,False,2
52,Amazonas,OOS,Colombia & GT,Colombia Border & GT,-0.15586138053657872,False,2
53,Amazonas,InSample,Colombia & GT,Colombia Border & GT,-0.5130206589108655,False,2
54,Anzoategui,OOS,GT Venezuela,Colombia Border & GT,-1.188742744800848,False,2
55,Anzoategui,InSample,GT Venezuela,Colombia Border & GT,-0.004700524401131334,False,2
56,Apure,OOS,Colombia & GT by Symptom,Colombia Border & GT,0.29706323342688745,False,2
57,Apure,InSample,Colombia & GT by Symptom,Colombia Border & GT,0.18862272772571853,False,2
58,Aragua,OOS,Colombia & GT by Symptom,Colombia Border & GT,-0.2491237830003139,False,2
59,Aragua,InSample,Colombia & GT by Symptom,Colombia Border & GT,-0.13861683817265513,False,2
60,Barinas,OOS,Colombia Border & GT,Colombia Border & GT,0.2946816560263037,True,2
61,Barinas,InSample,Colombia Border & GT,Colombia Border & GT,-0.02062588042750013,True,2
62,Bolivar,OOS,Colombia & GT by State,Colombia Border & GT,-0.06689253072334278,False,2
63,Bolivar,InSample,Colombia & GT by State,Colombia Border & GT,-0.06532083320934001,False,2
64,Carabobo,OOS,Colombia Border & GT,Colombia Border & GT,0.0294205128331978,True,2
65,Carabobo,InSample,Colombia Border & GT,Colombia Border & GT,-0.0017640812188659538,True,2
66,Cojedes,OOS,Colombia & GT by Symptom,Colombia Border & GT,0.14354689901240705,False,2
67,Cojedes,InSample,Colombia & GT by Symptom,Colombia Border & GT,-0.10076023556691104,False,2
68,Delta Amacuro,OOS,Colombia Border & GT,Colombia Border & GT,0.15423756536887767,True,2
69,Delta Amacuro,InSample,Colombia Border & GT,Colombia Border & GT,-0.1029012990620186,True,2
70,Distrito Federal,OOS,Colombia & GT,Colombia Border & GT,0.015922473364113343,False,2
71,Distrito Federal,InSample,Colombia & GT,Colombia Border & GT,0.3215929663502561,False,2
72,Falcon,OOS,Colombia & GT by State,Colombia Border & GT,-0.3658898231389904,False,2
73,Falcon,InSample,Colombia & GT by State,Colombia Border & GT,-0.2801303830975743,False,2
74,Guarico,OOS,Colombia & GT by Symptom,Colombia Border & GT,-0.2545981776276951,False,2
75,Guarico,InSample,Colombia & GT by Symptom,Colombia Border & GT,0.04332030642533913,False,2
76,Lara,OOS,Colombia & GT,Colombia Border & GT,0.021600457015184427,False,2
77,Lara,InSample,Colombia & GT,Colombia Border & GT,-0.17716583789900153,False,2
78,Merida,OOS,Colombia & GT,Colombia Border & GT,-0.07959999944751939,False,2
79,Merida,InSample,Colombia & GT,Colombia Border & GT,0.13149582362989942,False,2
80,Miranda,OOS,Colombia & GT,Colombia Border & GT,-0.25888596046129964,False,2
81,Miranda,InSample,Colombia & GT,Colombia Border & GT,0.35469937455326617,False,2
82,Monagas,OOS,Colombia & GT by Symptom,Colombia Border & GT,-0.5000588995525812,False,2
